Time,Displacement,Tensile strain (Displacement),Force
(ms),(mm),(%),(N)
"0.0000","-0.2242","-0.2577","0.0001"
"20.0000","-0.2210","-0.2540","0.0002"
"40.0000","-0.2188","-0.2515","-0.0009"
"60.0000","-0.2181","-0.2506","-0.0019"
"80.0000","-0.2181","-0.2507","-0.0049"
"100.0000","-0.2182","-0.2508","-0.0055"
"120.0000","-0.2183","-0.2509","-0.0072"
"140.0000","-0.2184","-0.2510","-0.0091"
"160.0000","-0.2184","-0.2510","-0.0091"
"180.0000","-0.2184","-0.2511","-0.0106"
"200.0000","-0.2185","-0.2511","-0.0123"
"220.0000","-0.2185","-0.2512","-0.0120"
"240.0000","-0.2186","-0.2512","-0.0125"
"260.0000","-0.2186","-0.2513","-0.0138"
"280.0000","-0.2187","-0.2514","-0.0134"
"300.0000","-0.2187","-0.2514","-0.0138"
"320.0000","-0.2188","-0.2515","-0.0140"
"340.0000","-0.2189","-0.2516","-0.0140"
"360.0000","-0.2189","-0.2516","-0.0150"
"380.0000","-0.2190","-0.2517","-0.0145"
"400.0000","-0.2190","-0.2518","-0.0150"
"420.0000","-0.2191","-0.2518","-0.0156"
"440.0000","-0.2191","-0.2519","-0.0156"
"460.0000","-0.2192","-0.2520","-0.0144"
"480.0000","-0.2193","-0.2520","-0.0162"
"500.0000","-0.2193","-0.2521","-0.0164"
"520.0000","-0.2194","-0.2522","-0.0150"
"540.0000","-0.2194","-0.2522","-0.0165"
"560.0000","-0.2195","-0.2523","-0.0160"
"580.0000","-0.2195","-0.2523","-0.0152"
"600.0000","-0.2196","-0.2524","-0.0166"
"620.0000","-0.2196","-0.2525","-0.0161"
"640.0000","-0.2197","-0.2525","-0.0157"
"660.0000","-0.2197","-0.2526","-0.0175"
"680.0000","-0.2198","-0.2526","-0.0162"
"700.0000","-0.2198","-0.2527","-0.0153"
"720.0000","-0.2199","-0.2527","-0.0172"
"740.0000","-0.2199","-0.2528","-0.0159"
"760.0000","-0.2199","-0.2528","-0.0162"
"780.0000","-0.2200","-0.2528","-0.0164"
"800.0000","-0.2200","-0.2529","-0.0162"
"820.0000","-0.2201","-0.2529","-0.0161"
"840.0000","-0.2201","-0.2530","-0.0166"
"860.0000","-0.2201","-0.2530","-0.0162"
"880.0000","-0.2201","-0.2530","-0.0170"
"900.0000","-0.2202","-0.2531","-0.0164"
"920.0000","-0.2202","-0.2531","-0.0153"
"940.0000","-0.2202","-0.2531","-0.0176"
"960.0000","-0.2203","-0.2532","-0.0155"
"980.0000","-0.2203","-0.2532","-0.0162"
"1000.0000","-0.2203","-0.2532","-0.0172"
"1020.0000","-0.2203","-0.2533","-0.0164"
"1040.0000","-0.2204","-0.2533","-0.0160"
"1059.9999","-0.2204","-0.2533","-0.0171"
"1080.0000","-0.2204","-0.2533","-0.0164"
"1100.0000","-0.2204","-0.2534","-0.0162"
"1120.0000","-0.2204","-0.2534","-0.0172"
"1140.0000","-0.2205","-0.2534","-0.0163"
"1160.0000","-0.2205","-0.2534","-0.0170"
"1179.9999","-0.2205","-0.2534","-0.0168"
"1200.0000","-0.2205","-0.2535","-0.0166"
"1220.0000","-0.2205","-0.2535","-0.0168"
"1240.0000","-0.2205","-0.2535","-0.0168"
"1260.0000","-0.2205","-0.2535","-0.0165"
"1280.0000","-0.2206","-0.2535","-0.0175"
"1300.0000","-0.2206","-0.2535","-0.0169"
"1320.0001","-0.2206","-0.2535","-0.0167"
"1340.0000","-0.2206","-0.2536","-0.0169"
"1360.0000","-0.2206","-0.2536","-0.0163"
"1380.0000","-0.2206","-0.2536","-0.0167"
"1400.0000","-0.2206","-0.2536","-0.0171"
"1420.0000","-0.2206","-0.2536","-0.0162"
"1440.0001","-0.2206","-0.2536","-0.0168"
"1460.0000","-0.2207","-0.2536","-0.0168"
"1480.0000","-0.2207","-0.2536","-0.0165"
"1500.0000","-0.2207","-0.2536","-0.0165"
"1520.0000","-0.2207","-0.2537","-0.0163"
"1540.0000","-0.2207","-0.2537","-0.0173"
"1559.9999","-0.2207","-0.2537","-0.0166"
"1580.0000","-0.2207","-0.2537","-0.0173"
"1600.0000","-0.2207","-0.2537","-0.0170"
"1620.0000","-0.2207","-0.2537","-0.0170"
"1640.0000","-0.2207","-0.2537","-0.0171"
"1660.0000","-0.2207","-0.2537","-0.0170"
"1679.9999","-0.2207","-0.2537","-0.0173"
"1700.0000","-0.2207","-0.2537","-0.0170"
"1720.0000","-0.2207","-0.2537","-0.0162"
"1740.0000","-0.2207","-0.2537","-0.0172"
"1760.0000","-0.2207","-0.2537","-0.0169"
"1780.0000","-0.2208","-0.2537","-0.0164"
"1800.0000","-0.2208","-0.2537","-0.0169"
"1820.0001","-0.2208","-0.2537","-0.0168"
"1840.0000","-0.2208","-0.2538","-0.0171"
"1860.0000","-0.2208","-0.2538","-0.0160"
"1880.0000","-0.2208","-0.2538","-0.0170"
"1900.0000","-0.2208","-0.2538","-0.0176"
"1920.0000","-0.2208","-0.2538","-0.0164"
"1940.0001","-0.2208","-0.2538","-0.0173"
"1960.0000","-0.2208","-0.2538","-0.0172"
"1980.0000","-0.2208","-0.2538","-0.0166"
"2000.0000","-0.2208","-0.2538","-0.0177"
"2020.0000","-0.2208","-0.2538","-0.0169"
"2040.0000","-0.2208","-0.2538","-0.0169"
"2059.9999","-0.2208","-0.2538","-0.0172"
"2079.9999","-0.2208","-0.2538","-0.0167"
"2099.9999","-0.2208","-0.2538","-0.0173"
"2119.9999","-0.2208","-0.2538","-0.0168"
"2140.0001","-0.2208","-0.2538","-0.0173"
"2160.0001","-0.2208","-0.2538","-0.0175"
"2180.0001","-0.2208","-0.2538","-0.0163"
"2200.0000","-0.2208","-0.2538","-0.0166"
"2220.0000","-0.2208","-0.2538","-0.0172"
"2240.0000","-0.2208","-0.2538","-0.0165"
"2260.0000","-0.2208","-0.2538","-0.0166"
"2280.0000","-0.2208","-0.2538","-0.0168"
"2300.0000","-0.2208","-0.2538","-0.0165"
"2319.9999","-0.2208","-0.2538","-0.0175"
"2339.9999","-0.2208","-0.2538","-0.0170"
"2359.9999","-0.2208","-0.2538","-0.0175"
"2380.0001","-0.2208","-0.2538","-0.0168"
"2400.0001","-0.2208","-0.2538","-0.0167"
"2420.0001","-0.2208","-0.2538","-0.0175"
"2440.0001","-0.2208","-0.2538","-0.0164"
"2460.0000","-0.2208","-0.2538","-0.0166"
"2480.0000","-0.2208","-0.2538","-0.0179"
"2500.0000","-0.2208","-0.2538","-0.0166"
"2520.0000","-0.2208","-0.2538","-0.0173"
"2540.0000","-0.2208","-0.2538","-0.0166"
"2559.9999","-0.2208","-0.2538","-0.0174"
"2579.9999","-0.2208","-0.2538","-0.0178"
"2599.9999","-0.2208","-0.2538","-0.0161"
"2619.9999","-0.2208","-0.2538","-0.0174"
"2640.0001","-0.2208","-0.2538","-0.0174"
"2660.0001","-0.2208","-0.2538","-0.0166"
"2680.0001","-0.2208","-0.2538","-0.0169"
"2700.0000","-0.2208","-0.2538","-0.0173"
"2720.0000","-0.2208","-0.2538","-0.0172"
"2740.0000","-0.2208","-0.2538","-0.0175"
"2760.0000","-0.2208","-0.2538","-0.0167"
"2780.0000","-0.2208","-0.2538","-0.0180"
"2800.0000","-0.2208","-0.2538","-0.0172"
"2819.9999","-0.2208","-0.2538","-0.0167"
"2839.9999","-0.2208","-0.2538","-0.0173"
"2859.9999","-0.2208","-0.2538","-0.0174"
"2880.0001","-0.2208","-0.2538","-0.0172"
"2900.0001","-0.2208","-0.2538","-0.0168"
"2920.0001","-0.2208","-0.2538","-0.0176"
"2940.0001","-0.2208","-0.2538","-0.0176"
"2960.0000","-0.2208","-0.2538","-0.0166"
"2980.0000","-0.2208","-0.2538","-0.0174"
"3000.0000","-0.2208","-0.2538","-0.0176"
"3020.0000","-0.2208","-0.2538","-0.0164"
"3040.0000","-0.2208","-0.2538","-0.0167"
"3059.9999","-0.2208","-0.2538","-0.0172"
"3079.9999","-0.2208","-0.2538","-0.0173"
"3099.9999","-0.2208","-0.2538","-0.0166"
"3119.9999","-0.2208","-0.2538","-0.0171"
"3140.0001","-0.2208","-0.2538","-0.0177"
"3160.0001","-0.2208","-0.2538","-0.0170"
"3180.0001","-0.2208","-0.2538","-0.0164"
"3200.0000","-0.2208","-0.2538","-0.0173"
"3220.0000","-0.2208","-0.2538","-0.0170"
"3240.0000","-0.2208","-0.2538","-0.0169"
"3260.0000","-0.2208","-0.2538","-0.0172"
"3280.0000","-0.2208","-0.2538","-0.0175"
"3300.0000","-0.2208","-0.2538","-0.0176"
"3319.9999","-0.2208","-0.2538","-0.0173"
"3339.9999","-0.2208","-0.2538","-0.0168"
"3359.9999","-0.2208","-0.2538","-0.0173"
"3380.0001","-0.2208","-0.2538","-0.0173"
"3400.0001","-0.2208","-0.2538","-0.0169"
"3420.0001","-0.2208","-0.2538","-0.0169"
"3440.0001","-0.2208","-0.2538","-0.0174"
"3460.0000","-0.2208","-0.2538","-0.0177"
"3480.0000","-0.2208","-0.2538","-0.0174"
"3500.0000","-0.2208","-0.2538","-0.0172"
"3520.0000","-0.2208","-0.2538","-0.0171"
"3540.0000","-0.2208","-0.2538","-0.0170"
"3559.9999","-0.2208","-0.2538","-0.0170"
"3579.9999","-0.2208","-0.2538","-0.0170"
"3599.9999","-0.2208","-0.2538","-0.0175"
"3619.9999","-0.2208","-0.2538","-0.0171"
"3640.0001","-0.2208","-0.2538","-0.0175"
"3660.0001","-0.2208","-0.2538","-0.0177"
"3680.0001","-0.2208","-0.2538","-0.0174"
"3700.0000","-0.2208","-0.2538","-0.0168"
"3720.0000","-0.2208","-0.2538","-0.0173"
"3740.0000","-0.2208","-0.2538","-0.0175"
"3760.0000","-0.2208","-0.2538","-0.0169"
"3780.0000","-0.2208","-0.2538","-0.0173"
"3800.0000","-0.2208","-0.2538","-0.0174"
"3819.9999","-0.2208","-0.2538","-0.0173"
"3839.9999","-0.2208","-0.2538","-0.0173"
"3859.9999","-0.2208","-0.2538","-0.0170"
"3880.0001","-0.2208","-0.2538","-0.0174"
"3900.0001","-0.2208","-0.2538","-0.0168"
"3920.0001","-0.2208","-0.2538","-0.0174"
"3940.0001","-0.2208","-0.2538","-0.0174"
"3960.0000","-0.2208","-0.2538","-0.0171"
"3980.0000","-0.2208","-0.2538","-0.0174"
"4000.0000","-0.2208","-0.2538","-0.0177"
"4020.0000","-0.2208","-0.2538","-0.0177"
"4040.0000","-0.2208","-0.2538","-0.0179"
"4059.9999","-0.2208","-0.2538","-0.0176"
"4079.9999","-0.2208","-0.2538","-0.0174"
"4099.9999","-0.2208","-0.2538","-0.0175"
"4119.9999","-0.2208","-0.2538","-0.0174"
"4139.9999","-0.2208","-0.2538","-0.0177"
"4159.9998","-0.2208","-0.2538","-0.0173"
"4179.9998","-0.2208","-0.2538","-0.0174"
"4199.9998","-0.2208","-0.2538","-0.0173"
"4219.9998","-0.2208","-0.2538","-0.0175"
"4239.9998","-0.2208","-0.2538","-0.0170"
"4260.0002","-0.2208","-0.2538","-0.0171"
"4280.0002","-0.2208","-0.2538","-0.0177"
"4300.0002","-0.2208","-0.2538","-0.0168"
"4320.0002","-0.2208","-0.2538","-0.0172"
"4340.0002","-0.2208","-0.2538","-0.0173"
"4360.0001","-0.2208","-0.2538","-0.0176"
"4380.0001","-0.2208","-0.2538","-0.0174"
"4400.0001","-0.2208","-0.2538","-0.0169"
"4420.0001","-0.2208","-0.2538","-0.0176"
"4440.0001","-0.2208","-0.2538","-0.0171"
"4460.0000","-0.2208","-0.2538","-0.0172"
"4480.0000","-0.2208","-0.2538","-0.0174"
"4500.0000","-0.2208","-0.2538","-0.0176"
"4520.0000","-0.2208","-0.2538","-0.0172"
"4540.0000","-0.2208","-0.2538","-0.0176"
"4559.9999","-0.2208","-0.2538","-0.0169"
"4579.9999","-0.2208","-0.2538","-0.0173"
"4599.9999","-0.2208","-0.2538","-0.0178"
"4619.9999","-0.2208","-0.2538","-0.0174"
"4639.9999","-0.2208","-0.2538","-0.0171"
"4659.9998","-0.2208","-0.2538","-0.0169"
"4679.9998","-0.2208","-0.2538","-0.0181"
"4699.9998","-0.2208","-0.2538","-0.0176"
"4719.9998","-0.2208","-0.2538","-0.0173"
"4739.9998","-0.2208","-0.2538","-0.0175"
"4760.0002","-0.2208","-0.2538","-0.0173"
"4780.0002","-0.2208","-0.2538","-0.0171"
"4800.0002","-0.2208","-0.2538","-0.0173"
"4820.0002","-0.2208","-0.2538","-0.0174"
"4840.0002","-0.2208","-0.2538","-0.0173"
"4860.0001","-0.2208","-0.2538","-0.0174"
"4880.0001","-0.2208","-0.2538","-0.0174"
"4900.0001","-0.2208","-0.2538","-0.0177"
"4920.0001","-0.2208","-0.2538","-0.0173"
"4940.0001","-0.2208","-0.2538","-0.0177"
"4960.0000","-0.2208","-0.2538","-0.0175"
"4980.0000","-0.2208","-0.2538","-0.0169"
"5000.0000","-0.2208","-0.2538","-0.0172"
"5020.0000","-0.2208","-0.2538","-0.0174"
"5040.0000","-0.2208","-0.2538","-0.0171"
"5059.9999","-0.2208","-0.2538","-0.0173"
"5079.9999","-0.2208","-0.2538","-0.0171"
"5099.9999","-0.2208","-0.2538","-0.0178"
"5119.9999","-0.2208","-0.2538","-0.0169"
"5139.9999","-0.2208","-0.2538","-0.0174"
"5159.9998","-0.2208","-0.2538","-0.0181"
"5179.9998","-0.2208","-0.2538","-0.0166"
"5199.9998","-0.2208","-0.2538","-0.0174"
"5219.9998","-0.2208","-0.2538","-0.0175"
"5239.9998","-0.2208","-0.2538","-0.0173"
"5260.0002","-0.2208","-0.2538","-0.0175"
"5280.0002","-0.2208","-0.2538","-0.0173"
"5300.0002","-0.2208","-0.2538","-0.0176"
"5320.0002","-0.2208","-0.2538","-0.0177"
"5340.0002","-0.2208","-0.2538","-0.0172"
"5360.0001","-0.2208","-0.2538","-0.0184"
"5380.0001","-0.2208","-0.2538","-0.0173"
"5400.0001","-0.2208","-0.2538","-0.0172"
"5420.0001","-0.2208","-0.2538","-0.0187"
"5440.0001","-0.2208","-0.2538","-0.0170"
"5460.0000","-0.2208","-0.2538","-0.0174"
"5480.0000","-0.2208","-0.2538","-0.0177"
"5500.0000","-0.2208","-0.2538","-0.0175"
"5520.0000","-0.2208","-0.2538","-0.0177"
"5540.0000","-0.2208","-0.2538","-0.0175"
"5559.9999","-0.2208","-0.2538","-0.0174"
"5579.9999","-0.2208","-0.2538","-0.0182"
"5599.9999","-0.2208","-0.2538","-0.0175"
"5619.9999","-0.2208","-0.2538","-0.0173"
"5639.9999","-0.2208","-0.2538","-0.0177"
"5659.9998","-0.2208","-0.2538","-0.0176"
"5679.9998","-0.2208","-0.2538","-0.0172"
"5699.9998","-0.2208","-0.2538","-0.0166"
"5719.9998","-0.2208","-0.2538","-0.0181"
"5739.9998","-0.2208","-0.2538","-0.0177"
"5760.0002","-0.2208","-0.2538","-0.0171"
"5780.0002","-0.2208","-0.2538","-0.0180"
"5800.0002","-0.2208","-0.2538","-0.0173"
"5820.0002","-0.2208","-0.2538","-0.0170"
"5840.0002","-0.2208","-0.2538","-0.0178"
"5860.0001","-0.2208","-0.2538","-0.0171"
"5880.0001","-0.2208","-0.2538","-0.0173"
"5900.0001","-0.2208","-0.2538","-0.0176"
"5920.0001","-0.2208","-0.2538","-0.0174"
"5940.0001","-0.2208","-0.2538","-0.0178"
"5960.0000","-0.2208","-0.2538","-0.0175"
"5980.0000","-0.2208","-0.2538","-0.0177"
"6000.0000","-0.2208","-0.2538","-0.0181"
"6020.0000","-0.2208","-0.2538","-0.0174"
"6040.0000","-0.2208","-0.2538","-0.0176"
"6059.9999","-0.2208","-0.2538","-0.0180"
"6079.9999","-0.2208","-0.2538","-0.0176"
"6099.9999","-0.2208","-0.2538","-0.0174"
"6119.9999","-0.2208","-0.2538","-0.0175"
"6139.9999","-0.2208","-0.2538","-0.0174"
"6159.9998","-0.2208","-0.2538","-0.0171"
"6179.9998","-0.2208","-0.2538","-0.0173"
"6199.9998","-0.2208","-0.2538","-0.0174"
"6219.9998","-0.2208","-0.2538","-0.0176"
"6239.9998","-0.2208","-0.2538","-0.0175"
"6260.0002","-0.2208","-0.2538","-0.0175"
"6280.0002","-0.2208","-0.2538","-0.0179"
"6300.0002","-0.2208","-0.2538","-0.0179"
"6320.0002","-0.2208","-0.2538","-0.0176"
"6340.0002","-0.2208","-0.2538","-0.0171"
"6360.0001","-0.2208","-0.2538","-0.0180"
"6380.0001","-0.2208","-0.2538","-0.0176"
"6400.0001","-0.2208","-0.2538","-0.0165"
"6420.0001","-0.2208","-0.2538","-0.0175"
"6440.0001","-0.2208","-0.2538","-0.0180"
"6460.0000","-0.2208","-0.2538","-0.0169"
"6480.0000","-0.2208","-0.2538","-0.0168"
"6500.0000","-0.2208","-0.2538","-0.0183"
"6520.0000","-0.2208","-0.2538","-0.0176"
"6540.0000","-0.2208","-0.2538","-0.0174"
"6559.9999","-0.2208","-0.2538","-0.0183"
"6579.9999","-0.2208","-0.2538","-0.0174"
"6599.9999","-0.2208","-0.2538","-0.0168"
"6619.9999","-0.2208","-0.2538","-0.0180"
"6639.9999","-0.2208","-0.2538","-0.0177"
"6659.9998","-0.2208","-0.2538","-0.0175"
"6679.9998","-0.2208","-0.2538","-0.0174"
"6699.9998","-0.2208","-0.2538","-0.0176"
"6719.9998","-0.2208","-0.2538","-0.0180"
"6739.9998","-0.2208","-0.2538","-0.0168"
"6760.0002","-0.2208","-0.2538","-0.0178"
"6780.0002","-0.2208","-0.2538","-0.0186"
"6800.0002","-0.2208","-0.2538","-0.0171"
"6820.0002","-0.2208","-0.2538","-0.0172"
"6840.0002","-0.2208","-0.2538","-0.0174"
"6860.0001","-0.2208","-0.2538","-0.0176"
"6880.0001","-0.2208","-0.2538","-0.0179"
"6900.0001","-0.2208","-0.2538","-0.0174"
"6920.0001","-0.2208","-0.2538","-0.0173"
"6940.0001","-0.2208","-0.2538","-0.0179"
"6960.0000","-0.2208","-0.2538","-0.0175"
"6980.0000","-0.2208","-0.2538","-0.0179"
"7000.0000","-0.2208","-0.2538","-0.0179"
"7020.0000","-0.2208","-0.2538","-0.0183"
"7040.0000","-0.2208","-0.2538","-0.0180"
"7059.9999","-0.2208","-0.2538","-0.0177"
"7079.9999","-0.2208","-0.2538","-0.0178"
"7099.9999","-0.2208","-0.2538","-0.0180"
"7119.9999","-0.2208","-0.2538","-0.0171"
"7139.9999","-0.2208","-0.2538","-0.0181"
"7159.9998","-0.2208","-0.2538","-0.0181"
"7179.9998","-0.2208","-0.2538","-0.0178"
"7199.9998","-0.2208","-0.2538","-0.0181"
"7219.9998","-0.2208","-0.2538","-0.0173"
"7239.9998","-0.2208","-0.2538","-0.0178"
"7260.0002","-0.2208","-0.2538","-0.0179"
"7280.0002","-0.2208","-0.2538","-0.0174"
"7300.0002","-0.2208","-0.2538","-0.0183"
"7320.0002","-0.2208","-0.2538","-0.0180"
"7340.0002","-0.2208","-0.2538","-0.0175"
"7360.0001","-0.2208","-0.2538","-0.0179"
"7380.0001","-0.2208","-0.2538","-0.0178"
"7400.0001","-0.2208","-0.2538","-0.0175"
"7420.0001","-0.2208","-0.2538","-0.0179"
"7440.0001","-0.2208","-0.2538","-0.0177"
"7460.0000","-0.2208","-0.2538","-0.0177"
"7480.0000","-0.2208","-0.2538","-0.0173"
"7500.0000","-0.2208","-0.2538","-0.0177"
"7520.0000","-0.2208","-0.2538","-0.0182"
"7540.0000","-0.2208","-0.2538","-0.0174"
"7559.9999","-0.2208","-0.2538","-0.0174"
"7579.9999","-0.2208","-0.2538","-0.0178"
"7599.9999","-0.2208","-0.2538","-0.0178"
"7619.9999","-0.2208","-0.2538","-0.0173"
"7639.9999","-0.2208","-0.2538","-0.0177"
"7659.9998","-0.2208","-0.2538","-0.0177"
"7679.9998","-0.2208","-0.2538","-0.0176"
"7699.9998","-0.2208","-0.2538","-0.0176"
"7719.9998","-0.2208","-0.2538","-0.0180"
"7739.9998","-0.2208","-0.2538","-0.0177"
"7760.0002","-0.2208","-0.2538","-0.0176"
"7780.0002","-0.2208","-0.2538","-0.0176"
"7800.0002","-0.2208","-0.2538","-0.0175"
"7820.0002","-0.2208","-0.2538","-0.0176"
"7840.0002","-0.2208","-0.2538","-0.0175"
"7860.0001","-0.2208","-0.2538","-0.0174"
"7880.0001","-0.2208","-0.2538","-0.0176"
"7900.0001","-0.2208","-0.2538","-0.0175"
"7920.0001","-0.2208","-0.2538","-0.0181"
"7940.0001","-0.2208","-0.2538","-0.0176"
"7960.0000","-0.2208","-0.2538","-0.0179"
"7980.0000","-0.2208","-0.2538","-0.0178"
"8000.0000","-0.2208","-0.2538","-0.0175"
"8020.0005","-0.2208","-0.2538","-0.0182"
"8040.0000","-0.2208","-0.2538","-0.0182"
"8060.0004","-0.2208","-0.2538","-0.0171"
"8079.9999","-0.2208","-0.2538","-0.0183"
"8100.0004","-0.2208","-0.2538","-0.0183"
"8119.9999","-0.2208","-0.2538","-0.0174"
"8140.0003","-0.2208","-0.2538","-0.0179"
"8159.9998","-0.2208","-0.2538","-0.0181"
"8180.0003","-0.2208","-0.2538","-0.0180"
"8199.9998","-0.2208","-0.2538","-0.0178"
"8220.0003","-0.2208","-0.2538","-0.0183"
"8239.9998","-0.2208","-0.2538","-0.0181"
"8260.0002","-0.2208","-0.2538","-0.0175"
"8279.9997","-0.2208","-0.2538","-0.0179"
"8300.0002","-0.2208","-0.2538","-0.0178"
"8319.9997","-0.2208","-0.2538","-0.0180"
"8340.0002","-0.2208","-0.2538","-0.0177"
"8359.9997","-0.2208","-0.2538","-0.0178"
"8380.0001","-0.2208","-0.2538","-0.0180"
"8399.9996","-0.2208","-0.2538","-0.0178"
"8420.0001","-0.2208","-0.2538","-0.0175"
"8439.9996","-0.2208","-0.2538","-0.0182"
"8460.0000","-0.2208","-0.2538","-0.0180"
"8479.9995","-0.2208","-0.2538","-0.0180"
"8500.0000","-0.2208","-0.2538","-0.0180"
"8520.0005","-0.2208","-0.2538","-0.0174"
"8540.0000","-0.2208","-0.2538","-0.0184"
"8560.0004","-0.2208","-0.2538","-0.0182"
"8579.9999","-0.2208","-0.2538","-0.0174"
"8600.0004","-0.2208","-0.2538","-0.0186"
"8619.9999","-0.2208","-0.2538","-0.0174"
"8640.0003","-0.2208","-0.2538","-0.0175"
"8659.9998","-0.2208","-0.2538","-0.0187"
"8680.0003","-0.2208","-0.2538","-0.0169"
"8699.9998","-0.2208","-0.2538","-0.0175"
"8720.0003","-0.2208","-0.2538","-0.0180"
"8739.9998","-0.2208","-0.2538","-0.0170"
"8760.0002","-0.2208","-0.2538","-0.0184"
"8779.9997","-0.2208","-0.2538","-0.0178"
"8800.0002","-0.2208","-0.2538","-0.0176"
"8819.9997","-0.2208","-0.2538","-0.0189"
"8840.0002","-0.2208","-0.2538","-0.0177"
"8859.9997","-0.2208","-0.2538","-0.0180"
"8880.0001","-0.2208","-0.2538","-0.0183"
"8899.9996","-0.2208","-0.2538","-0.0178"
"8920.0001","-0.2208","-0.2538","-0.0182"
"8939.9996","-0.2208","-0.2538","-0.0175"
"8960.0000","-0.2208","-0.2538","-0.0177"
"8979.9995","-0.2208","-0.2538","-0.0188"
"9000.0000","-0.2208","-0.2538","-0.0176"
"9020.0005","-0.2208","-0.2538","-0.0173"
"9040.0000","-0.2208","-0.2538","-0.0183"
"9060.0004","-0.2208","-0.2538","-0.0182"
"9079.9999","-0.2208","-0.2538","-0.0176"
"9100.0004","-0.2208","-0.2538","-0.0186"
"9119.9999","-0.2208","-0.2538","-0.0177"
"9140.0003","-0.2208","-0.2538","-0.0170"
"9159.9998","-0.2208","-0.2538","-0.0176"
"9180.0003","-0.2208","-0.2538","-0.0173"
"9199.9998","-0.2208","-0.2538","-0.0178"
"9220.0003","-0.2208","-0.2538","-0.0175"
"9239.9998","-0.2208","-0.2538","-0.0173"
"9260.0002","-0.2208","-0.2538","-0.0181"
"9279.9997","-0.2208","-0.2538","-0.0180"
"9300.0002","-0.2208","-0.2538","-0.0170"
"9319.9997","-0.2208","-0.2538","-0.0182"
"9340.0002","-0.2208","-0.2538","-0.0177"
"9359.9997","-0.2208","-0.2538","-0.0180"
"9380.0001","-0.2208","-0.2538","-0.0182"
"9399.9996","-0.2208","-0.2538","-0.0175"
"9420.0001","-0.2208","-0.2538","-0.0172"
"9439.9996","-0.2208","-0.2538","-0.0174"
"9460.0000","-0.2208","-0.2538","-0.0175"
"9479.9995","-0.2208","-0.2538","-0.0172"
"9500.0000","-0.2208","-0.2538","-0.0173"
"9520.0005","-0.2208","-0.2538","-0.0169"
"9540.0000","-0.2208","-0.2538","-0.0172"
"9560.0004","-0.2208","-0.2538","-0.0170"
"9579.9999","-0.2208","-0.2538","-0.0169"
"9600.0004","-0.2208","-0.2538","-0.0177"
"9619.9999","-0.2208","-0.2538","-0.0179"
"9640.0003","-0.2208","-0.2538","-0.0174"
"9659.9998","-0.2208","-0.2538","-0.0181"
"9680.0003","-0.2208","-0.2538","-0.0182"
"9699.9998","-0.2208","-0.2538","-0.0172"
"9720.0003","-0.2208","-0.2538","-0.0180"
"9739.9998","-0.2208","-0.2538","-0.0181"
"9760.0002","-0.2208","-0.2538","-0.0175"
"9779.9997","-0.2208","-0.2538","-0.0184"
"9800.0002","-0.2208","-0.2538","-0.0184"
"9819.9997","-0.2208","-0.2538","-0.0174"
"9840.0002","-0.2208","-0.2538","-0.0176"
"9859.9997","-0.2208","-0.2538","-0.0179"
"9880.0001","-0.2208","-0.2538","-0.0179"
"9899.9996","-0.2208","-0.2538","-0.0179"
"9920.0001","-0.2208","-0.2538","-0.0177"
"9939.9996","-0.2208","-0.2538","-0.0184"
"9960.0000","-0.2208","-0.2538","-0.0183"
"9979.9995","-0.2208","-0.2538","-0.0185"
"9998.9996","-0.2208","-0.2538","-0.0185"
"10000.0000","-0.2208","-0.2538","-0.0184"
"10012.9995","-0.2208","-0.2538","-0.0178"
"10033.0000","-0.2210","-0.2541","-0.0193"
"10053.0005","-0.2252","-0.2588","-0.0251"
"10073.0000","-0.2370","-0.2724","-0.0344"
"10093.0004","-0.2538","-0.2917","-0.0474"
"10112.9999","-0.2717","-0.3123","-0.0617"
"10133.0004","-0.2889","-0.3321","-0.0736"
"10152.9999","-0.3055","-0.3511","-0.0831"
"10173.0003","-0.3218","-0.3699","-0.0932"
"10192.9998","-0.3382","-0.3888","-0.1016"
"10213.0003","-0.3548","-0.4079","-0.1095"
"10232.9998","-0.3715","-0.4270","-0.1175"
"10253.0003","-0.3880","-0.4460","-0.1253"
"10272.9998","-0.4044","-0.4649","-0.1325"
"10293.0002","-0.4210","-0.4839","-0.1399"
"10312.9997","-0.4377","-0.5031","-0.1462"
"10333.0002","-0.4544","-0.5222","-0.1530"
"10352.9997","-0.4709","-0.5413","-0.1592"
"10373.0001","-0.4874","-0.5603","-0.1651"
"10392.9996","-0.5041","-0.5794","-0.1719"
"10413.0001","-0.5209","-0.5988","-0.1776"
"10432.9996","-0.5376","-0.6180","-0.1836"
"10453.0001","-0.5542","-0.6370","-0.1899"
"10472.9996","-0.5707","-0.6560","-0.1956"
"10493.0000","-0.5874","-0.6752","-0.2004"
"10512.9995","-0.6041","-0.6944","-0.2066"
"10533.0000","-0.6207","-0.7135","-0.2116"
"10553.0005","-0.6372","-0.7325","-0.2167"
"10573.0000","-0.6538","-0.7515","-0.2221"
"10593.0004","-0.6706","-0.7708","-0.2274"
"10612.9999","-0.6874","-0.7901","-0.2335"
"10633.0004","-0.7040","-0.8092","-0.2381"
"10652.9999","-0.7206","-0.8282","-0.2436"
"10673.0003","-0.7373","-0.8474","-0.2487"
"10692.9998","-0.7540","-0.8667","-0.2534"
"10713.0003","-0.7707","-0.8859","-0.2581"
"10732.9998","-0.7873","-0.9050","-0.2625"
