Time,Displacement,Tensile strain (Displacement),Force
"31214.0007","-10.0000","-11.4942","-27.5130"
"31233.9993","-10.0000","-11.4942","-27.5301"
"31253.9997","-10.0000","-11.4942","-27.5492"
"31274.0002","-10.0000","-11.4942","-27.5684"
"31294.0006","-10.0000","-11.4942","-27.5867"
"31313.9992","-10.0000","-11.4942","-27.6031"
"31333.9996","-10.0000","-11.4942","-27.6191"
"31354.0001","-10.0000","-11.4942","-27.6351"
"31374.0005","-10.0000","-11.4942","-27.6505"
"31393.9991","-10.0000","-11.4942","-27.6655"
"31413.9996","-10.0000","-11.4942","-27.6801"
"31434.0000","-10.0000","-11.4942","-27.6959"
"31454.0005","-10.0000","-11.4942","-27.7135"
"31474.0009","-10.0000","-11.4942","-27.7334"
"31493.9995","-10.0000","-11.4942","-27.7567"
"31513.9999","-10.0000","-11.4942","-27.7841"
"31534.0004","-10.0000","-11.4942","-27.8137"
"31554.0009","-10.0000","-11.4942","-27.8455"
"31573.9994","-10.0000","-11.4942","-27.8790"
"31593.9999","-10.0000","-11.4942","-27.9141"
"31614.0003","-10.0000","-11.4942","-27.9511"
"31634.0008","-10.0000","-11.4942","-27.9887"
"31653.9993","-10.0000","-11.4942","-28.0261"
"31673.9998","-10.0000","-11.4942","-28.0617"
"31694.0002","-10.0000","-11.4942","-28.0940"
"31714.0007","-10.0000","-11.4942","-28.1252"
"31733.9993","-10.0000","-11.4942","-28.1570"
"31753.9997","-10.0000","-11.4942","-28.1891"
"31774.0002","-10.0000","-11.4942","-28.2209"
"31794.0006","-10.0000","-11.4942","-28.2500"
"31813.9992","-10.0000","-11.4942","-28.2772"
"31833.9996","-10.0000","-11.4942","-28.3055"
"31854.0001","-10.0000","-11.4942","-28.3369"
"31874.0005","-10.0000","-11.4942","-28.3710"
"31893.9991","-10.0000","-11.4942","-28.4064"
"31913.9996","-10.0000","-11.4942","-28.4417"
"31934.0000","-10.0000","-11.4942","-28.4768"
"31954.0005","-10.0000","-11.4942","-28.5124"
"31974.0009","-10.0000","-11.4942","-28.5499"
"31993.9995","-10.0000","-11.4942","-28.5893"
"32013.9999","-10.0000","-11.4942","-28.6288"
"32034.0004","-10.0000","-11.4942","-28.6680"
"32054.0009","-10.0000","-11.4942","-28.7068"
"32074.0013","-10.0000","-11.4942","-28.7457"
"32094.0018","-10.0000","-11.4942","-28.7859"
"32113.9984","-10.0000","-11.4942","-28.8262"
"32133.9989","-10.0000","-11.4942","-28.8664"
"32153.9993","-10.0000","-11.4942","-28.9067"
"32173.9998","-10.0000","-11.4942","-28.9474"
"32194.0002","-10.0000","-11.4942","-28.9887"
"32214.0007","-10.0000","-11.4942","-29.0295"
"32234.0012","-10.0000","-11.4942","-29.0689"
"32254.0016","-10.0000","-11.4942","-29.1074"
"32273.9983","-10.0000","-11.4942","-29.1458"
"32293.9987","-10.0000","-11.4942","-29.1840"
"32313.9992","-10.0000","-11.4942","-29.2220"
"32333.9996","-10.0000","-11.4942","-29.2600"
"32354.0001","-10.0000","-11.4942","-29.2981"
"32374.0005","-10.0000","-11.4942","-29.3350"
"32394.0010","-10.0000","-11.4942","-29.3713"
"32414.0015","-10.0000","-11.4942","-29.4079"
"32433.9981","-10.0000","-11.4942","-29.4451"
"32453.9986","-10.0000","-11.4942","-29.4819"
"32473.9990","-10.0000","-11.4942","-29.5157"
"32493.9995","-10.0000","-11.4942","-29.5455"
"32513.9999","-10.0000","-11.4942","-29.5748"
"32534.0004","-10.0000","-11.4942","-29.6063"
"32554.0009","-10.0000","-11.4942","-29.6384"
"32574.0013","-10.0000","-11.4942","-29.6682"
"32594.0018","-10.0000","-11.4942","-29.6941"
"32613.9984","-10.0000","-11.4942","-29.7189"
"32633.9989","-10.0000","-11.4942","-29.7460"
"32653.9993","-10.0000","-11.4942","-29.7754"
"32673.9998","-10.0000","-11.4942","-29.8044"
"32694.0002","-10.0000","-11.4942","-29.8299"
"32714.0007","-10.0000","-11.4942","-29.8525"
"32734.0012","-10.0000","-11.4942","-29.8758"
"32754.0016","-10.0000","-11.4942","-29.9011"
"32773.9983","-10.0000","-11.4942","-29.9266"
"32793.9987","-10.0000","-11.4942","-29.9503"
"32813.9992","-10.0000","-11.4942","-29.9722"
"32833.9996","-10.0000","-11.4942","-29.9941"
"32854.0001","-10.0000","-11.4942","-30.0172"
"32874.0005","-10.0000","-11.4942","-30.0421"
"32894.0010","-10.0000","-11.4942","-30.0666"
"32914.0015","-10.0000","-11.4942","-30.0883"
"32933.9981","-10.0000","-11.4942","-30.1068"
"32953.9986","-10.0000","-11.4942","-30.1263"
"32973.9990","-10.0000","-11.4942","-30.1491"
"32993.9995","-10.0000","-11.4942","-30.1747"
"33013.9999","-10.0000","-11.4942","-30.1989"
"33034.0004","-10.0000","-11.4942","-30.2196"
"33054.0009","-10.0000","-11.4942","-30.2390"
"33074.0013","-10.0000","-11.4942","-30.2599"
"33094.0018","-10.0000","-11.4942","-30.2836"
"33113.9984","-10.0000","-11.4942","-30.3076"
"33133.9989","-10.0000","-11.4942","-30.3278"
"33153.9993","-10.0000","-11.4942","-30.3431"
"33173.9998","-10.0000","-11.4942","-30.3539"
"33194.0002","-10.0000","-11.4942","-30.3609"
"33214.0007","-10.0000","-11.4942","-30.3649"
"33234.0012","-10.0000","-11.4942","-30.3656"
"33254.0016","-10.0000","-11.4942","-30.3628"
"33273.9983","-10.0000","-11.4942","-30.3555"
"33293.9987","-10.0000","-11.4942","-30.3486"
"33313.9992","-10.0000","-11.4942","-30.3466"
"33333.9996","-10.0000","-11.4942","-30.3497"
"33354.0001","-10.0000","-11.4942","-30.3583"
"33374.0005","-10.0000","-11.4942","-30.3718"
"33394.0010","-10.0000","-11.4942","-30.3864"
"33414.0015","-10.0000","-11.4942","-30.4006"
"33433.9981","-10.0000","-11.4942","-30.4137"
"33453.9986","-10.0000","-11.4942","-30.4271"
"33473.9990","-10.0000","-11.4942","-30.4434"
"33493.9995","-10.0000","-11.4942","-30.4619"
"33513.9999","-10.0000","-11.4942","-30.4813"
"33534.0004","-10.0000","-11.4942","-30.4991"
"33554.0009","-10.0000","-11.4942","-30.5124"
"33574.0013","-10.0000","-11.4942","-30.5209"
"33594.0018","-10.0000","-11.4942","-30.5287"
"33613.9984","-10.0000","-11.4942","-30.5381"
"33633.9989","-10.0000","-11.4942","-30.5496"
"33653.9993","-10.0000","-11.4942","-30.5611"
"33673.9998","-10.0000","-11.4942","-30.5710"
"33694.0002","-10.0000","-11.4942","-30.5801"
"33714.0007","-10.0000","-11.4942","-30.5906"
"33734.0012","-10.0000","-11.4942","-30.6039"
"33754.0016","-10.0000","-11.4942","-30.6194"
"33773.9983","-10.0000","-11.4942","-30.6352"
"33793.9987","-10.0000","-11.4942","-30.6500"
"33813.9992","-10.0000","-11.4942","-30.6646"
"33833.9996","-10.0000","-11.4942","-30.6799"
"33854.0001","-10.0000","-11.4942","-30.6960"
"33874.0005","-10.0000","-11.4942","-30.7129"
"33894.0010","-10.0000","-11.4942","-30.7310"
"33914.0015","-10.0000","-11.4942","-30.7485"
"33933.9981","-10.0000","-11.4942","-30.7659"
"33953.9986","-10.0000","-11.4942","-30.7824"
"33973.9990","-10.0000","-11.4942","-30.7999"
"33993.9995","-10.0000","-11.4942","-30.8198"
"34013.9999","-10.0000","-11.4942","-30.8421"
"34034.0004","-10.0000","-11.4942","-30.8655"
"34054.0009","-10.0000","-11.4942","-30.8880"
"34074.0013","-10.0000","-11.4942","-30.9083"
"34094.0018","-10.0000","-11.4942","-30.9271"
"34113.9984","-10.0000","-11.4942","-30.9460"
"34133.9989","-10.0000","-11.4942","-30.9640"
"34153.9993","-10.0000","-11.4942","-30.9812"
"34173.9998","-10.0000","-11.4942","-30.9962"
"34194.0002","-10.0000","-11.4942","-31.0096"
"34214.0007","-10.0000","-11.4942","-31.0232"
"34234.0012","-10.0000","-11.4942","-31.0382"
"34254.0016","-10.0000","-11.4942","-31.0532"
"34273.9983","-10.0000","-11.4942","-31.0657"
"34293.9987","-10.0000","-11.4942","-31.0753"
"34313.9992","-10.0000","-11.4942","-31.0827"
"34333.9996","-10.0000","-11.4942","-31.0891"
"34354.0001","-10.0000","-11.4942","-31.0955"
"34374.0005","-10.0000","-11.4942","-31.0988"
"34394.0010","-10.0000","-11.4942","-31.0980"
"34414.0015","-10.0000","-11.4942","-31.0963"
"34433.9981","-10.0000","-11.4942","-31.0955"
"34453.9986","-10.0000","-11.4942","-31.0944"
"34473.9990","-10.0000","-11.4942","-31.0913"
"34493.9995","-10.0000","-11.4942","-31.0858"
"34513.9999","-10.0000","-11.4942","-31.0783"
"34534.0004","-10.0000","-11.4942","-31.0712"
"34554.0009","-10.0000","-11.4942","-31.0673"
"34574.0013","-10.0000","-11.4942","-31.0676"
"34594.0018","-10.0000","-11.4942","-31.0698"
"34613.9984","-10.0000","-11.4942","-31.0806"
"34633.9989","-10.0000","-11.4942","-31.1074"
"34653.9993","-10.0000","-11.4942","-31.1467"
"34673.9998","-10.0000","-11.4942","-31.1889"
"34694.0002","-10.0000","-11.4942","-31.2254"
"34714.0007","-10.0000","-11.4942","-31.2556"
"34734.0012","-10.0000","-11.4942","-31.2868"
"34754.0016","-10.0000","-11.4942","-31.3239"
"34773.9983","-10.0000","-11.4942","-31.3634"
"34793.9987","-10.0000","-11.4942","-31.3992"
"34813.9992","-10.0000","-11.4942","-31.4311"
"34833.9996","-10.0000","-11.4942","-31.4575"
"34854.0001","-10.0000","-11.4942","-31.4852"
"34874.0005","-10.0000","-11.4942","-31.5198"
"34894.0010","-10.0000","-11.4942","-31.5535"
"34914.0015","-10.0000","-11.4942","-31.5826"
"34933.9981","-10.0000","-11.4942","-31.6101"
"34953.9986","-10.0000","-11.4942","-31.6395"
"34973.9990","-10.0000","-11.4942","-31.6699"
"34993.9995","-10.0000","-11.4942","-31.7025"
"35013.9999","-10.0000","-11.4942","-31.7390"
"35034.0004","-10.0000","-11.4942","-31.7793"
"35054.0009","-10.0000","-11.4942","-31.8219"
"35074.0013","-10.0000","-11.4942","-31.8650"
"35094.0018","-10.0000","-11.4942","-31.9060"
"35113.9984","-10.0000","-11.4942","-31.9444"
"35133.9989","-10.0000","-11.4942","-31.9832"
"35153.9993","-10.0000","-11.4942","-32.0247"
"35173.9998","-10.0000","-11.4942","-32.0684"
"35194.0002","-10.0000","-11.4942","-32.1140"
"35214.0007","-10.0000","-11.4942","-32.1580"
"35234.0012","-10.0000","-11.4942","-32.1990"
"35254.0016","-10.0000","-11.4942","-32.2403"
"35273.9983","-10.0000","-11.4942","-32.2844"
"35293.9987","-10.0000","-11.4942","-32.3268"
"35313.9992","-10.0000","-11.4942","-32.3633"
"35333.9996","-10.0000","-11.4942","-32.3960"
"35354.0001","-10.0000","-11.4942","-32.4298"
"35374.0005","-10.0000","-11.4942","-32.4660"
"35394.0010","-10.0000","-11.4942","-32.5031"
"35414.0015","-10.0000","-11.4942","-32.5401"
"35433.9981","-10.0000","-11.4942","-32.5766"
"35453.9986","-10.0000","-11.4942","-32.6144"
"35473.9990","-10.0000","-11.4942","-32.6547"
"35493.9995","-10.0000","-11.4942","-32.6986"
"35513.9999","-10.0000","-11.4942","-32.7465"
"35534.0004","-10.0000","-11.4942","-32.7980"
"35554.0009","-10.0000","-11.4942","-32.8515"
"35574.0013","-10.0000","-11.4942","-32.9065"
"35594.0018","-10.0000","-11.4942","-32.9646"
"35613.9984","-10.0000","-11.4942","-33.0275"
"35633.9989","-10.0000","-11.4942","-33.0964"
"35653.9993","-10.0000","-11.4942","-33.1662"
"35673.9998","-10.0000","-11.4942","-33.2263"
"35694.0002","-10.0000","-11.4942","-33.2720"
"35714.0007","-10.0000","-11.4942","-33.2626"
"35734.0012","-10.0000","-11.4942","-33.1763"
"35754.0016","-10.0000","-11.4942","-33.1513"
"35773.9983","-10.0000","-11.4942","-33.1740"
"35793.9987","-10.0000","-11.4942","-33.2108"
"35813.9992","-10.0000","-11.4942","-33.2456"
"35833.9996","-10.0000","-11.4942","-33.2504"
"35854.0001","-10.0000","-11.4942","-33.2702"
"35874.0005","-10.0000","-11.4942","-33.3161"
"35894.0010","-10.0000","-11.4942","-33.3762"
"35914.0015","-10.0000","-11.4942","-33.4365"
"35933.9981","-10.0000","-11.4942","-33.4893"
"35953.9986","-10.0000","-11.4942","-33.5373"
"35973.9990","-10.0000","-11.4942","-33.5847"
"35993.9995","-10.0000","-11.4942","-33.6261"
"36013.9999","-10.0000","-11.4942","-33.6508"
"36034.0004","-10.0000","-11.4942","-33.6520"
"36054.0009","-10.0000","-11.4942","-33.6331"
"36074.0013","-10.0000","-11.4942","-33.6042"
"36094.0018","-10.0000","-11.4942","-33.5753"
"36113.9984","-10.0000","-11.4942","-33.5476"
"36133.9989","-10.0000","-11.4942","-33.5203"
"36153.9993","-10.0000","-11.4942","-33.4931"
"36173.9998","-10.0000","-11.4942","-33.4667"
"36194.0002","-10.0000","-11.4942","-33.4393"
"36214.0007","-10.0000","-11.4942","-33.4071"
"36234.0012","-10.0000","-11.4942","-33.3595"
"36254.0016","-10.0000","-11.4942","-33.2888"
"36273.9983","-10.0000","-11.4942","-33.1994"
"36293.9987","-10.0000","-11.4942","-33.0994"
"36313.9992","-10.0000","-11.4942","-32.9951"
"36333.9996","-10.0000","-11.4942","-32.8893"
"36354.0001","-10.0000","-11.4942","-32.7840"
"36374.0005","-10.0000","-11.4942","-32.6775"
"36394.0010","-10.0000","-11.4942","-32.5694"
"36414.0015","-10.0000","-11.4942","-32.4600"
"36433.9981","-10.0000","-11.4942","-32.3522"
"36453.9986","-10.0000","-11.4942","-32.2486"
"36473.9990","-10.0000","-11.4942","-32.1517"
"36493.9995","-10.0000","-11.4942","-32.0612"
"36513.9999","-10.0000","-11.4942","-31.9754"
"36534.0004","-10.0000","-11.4942","-31.8925"
"36554.0009","-10.0000","-11.4942","-31.8122"
"36574.0013","-10.0000","-11.4942","-31.7358"
"36594.0018","-10.0000","-11.4942","-31.6625"
"36613.9984","-10.0000","-11.4942","-31.5911"
"36633.9989","-10.0000","-11.4942","-31.5210"
"36653.9993","-10.0000","-11.4942","-31.4504"
"36673.9998","-10.0000","-11.4942","-31.3800"
"36694.0002","-10.0000","-11.4942","-31.3116"
"36714.0007","-10.0000","-11.4942","-31.2452"
"36734.0012","-10.0000","-11.4942","-31.1828"
"36754.0016","-10.0000","-11.4942","-31.1239"
"36773.9983","-10.0000","-11.4942","-31.0684"
"36793.9987","-10.0000","-11.4942","-31.0145"
"36813.9992","-10.0000","-11.4942","-30.9631"
"36833.9996","-10.0000","-11.4942","-30.9165"
"36854.0001","-10.0000","-11.4942","-30.8745"
"36874.0005","-10.0000","-11.4942","-30.8352"
"36894.0010","-10.0000","-11.4942","-30.7986"
"36914.0015","-10.0000","-11.4942","-30.7658"
"36933.9981","-10.0000","-11.4942","-30.7363"
"36953.9986","-10.0000","-11.4942","-30.7076"
"36973.9990","-10.0000","-11.4942","-30.6784"
"36993.9995","-10.0000","-11.4942","-30.6503"
"37013.9999","-10.0000","-11.4942","-30.6240"
"37034.0004","-10.0000","-11.4942","-30.5983"
"37054.0009","-10.0000","-11.4942","-30.5723"
"37074.0013","-10.0000","-11.4942","-30.5474"
"37094.0018","-10.0000","-11.4942","-30.5257"
"37113.9984","-10.0000","-11.4942","-30.5091"
"37133.9989","-10.0000","-11.4942","-30.4952"
"37153.9993","-10.0000","-11.4942","-30.4826"
"37173.9998","-10.0000","-11.4942","-30.4703"
"37194.0002","-10.0000","-11.4942","-30.4583"
"37214.0007","-10.0000","-11.4942","-30.4458"
"37234.0012","-10.0000","-11.4942","-30.4314"
"37254.0016","-10.0000","-11.4942","-30.4139"
"37273.9983","-10.0000","-11.4942","-30.3943"
"37293.9987","-10.0000","-11.4942","-30.3709"
"37313.9992","-10.0000","-11.4942","-30.3407"
"37333.9996","-10.0000","-11.4942","-30.3017"
"37354.0001","-10.0000","-11.4942","-30.2545"
"37374.0005","-10.0000","-11.4942","-30.2002"
"37394.0010","-10.0000","-11.4942","-30.1389"
"37414.0015","-10.0000","-11.4942","-30.0704"
"37433.9981","-10.0000","-11.4942","-29.9930"
"37453.9986","-10.0000","-11.4942","-29.9078"
"37473.9990","-10.0000","-11.4942","-29.8180"
"37493.9995","-10.0000","-11.4942","-29.7277"
"37513.9999","-10.0000","-11.4942","-29.6694"
"37534.0004","-10.0000","-11.4942","-29.6087"
"37554.0009","-10.0000","-11.4942","-29.5168"
"37574.0013","-10.0000","-11.4942","-29.4123"
"37594.0018","-10.0000","-11.4942","-29.3124"
"37613.9984","-10.0000","-11.4942","-29.2193"
"37633.9989","-10.0000","-11.4942","-29.1271"
"37653.9993","-10.0000","-11.4942","-29.0374"
"37673.9998","-10.0000","-11.4942","-28.9518"
"37694.0002","-10.0000","-11.4942","-28.8667"
"37714.0007","-10.0000","-11.4942","-28.7821"
"37734.0012","-10.0000","-11.4942","-28.6978"
"37754.0016","-10.0000","-11.4942","-28.6163"
"37773.9983","-10.0000","-11.4942","-28.5371"
"37793.9987","-10.0000","-11.4942","-28.4621"
"37813.9992","-10.0000","-11.4942","-28.3917"
"37833.9996","-10.0000","-11.4942","-28.3208"
"37854.0001","-10.0000","-11.4942","-28.2490"
"37874.0005","-10.0000","-11.4942","-28.1775"
"37894.0010","-10.0000","-11.4942","-28.1086"
"37914.0015","-10.0000","-11.4942","-28.0444"
"37933.9981","-10.0000","-11.4942","-27.9822"
"37953.9986","-10.0000","-11.4942","-27.9201"
"37973.9990","-10.0000","-11.4942","-27.8577"
"37993.9995","-10.0000","-11.4942","-27.7960"
"38013.9999","-10.0000","-11.4942","-27.7347"
"38034.0004","-10.0000","-11.4942","-27.6737"
"38054.0009","-10.0000","-11.4942","-27.6151"
"38074.0013","-10.0000","-11.4942","-27.5551"
"38094.0018","-10.0000","-11.4942","-27.4910"
"38113.9984","-10.0000","-11.4942","-27.4261"
"38133.9989","-10.0000","-11.4942","-27.3637"
"38153.9993","-10.0000","-11.4942","-27.3031"
"38173.9998","-10.0000","-11.4942","-27.2417"
"38194.0002","-10.0000","-11.4942","-27.1797"
"38214.0007","-10.0000","-11.4942","-27.1165"
"38234.0012","-10.0000","-11.4942","-27.0532"
"38254.0016","-10.0000","-11.4942","-26.9934"
"38273.9983","-10.0000","-11.4943","-26.9353"
"38293.9987","-10.0000","-11.4942","-26.8764"
"38313.9992","-10.0000","-11.4942","-26.8203"
"38333.9996","-10.0000","-11.4942","-26.7683"
"38354.0001","-10.0000","-11.4942","-26.7184"
"38374.0005","-10.0000","-11.4942","-26.6699"
"38394.0010","-10.0000","-11.4942","-26.6220"
"38414.0015","-10.0000","-11.4942","-26.5747"
"38433.9981","-10.0000","-11.4942","-26.5285"
"38453.9986","-10.0000","-11.4942","-26.4832"
"38473.9990","-10.0000","-11.4942","-26.4390"
"38493.9995","-10.0000","-11.4942","-26.3963"
"38513.9999","-10.0000","-11.4942","-26.3549"
"38534.0004","-10.0000","-11.4942","-26.3145"
"38554.0009","-10.0000","-11.4942","-26.2748"
"38574.0013","-10.0000","-11.4942","-26.2354"
"38594.0018","-10.0000","-11.4942","-26.1981"
"38613.9984","-10.0000","-11.4942","-26.1625"
"38633.9989","-10.0000","-11.4942","-26.1285"
"38653.9993","-10.0000","-11.4942","-26.0966"
"38673.9998","-10.0000","-11.4942","-26.0680"
"38694.0002","-10.0000","-11.4942","-26.0439"
"38714.0007","-10.0000","-11.4942","-26.0240"
"38734.0012","-10.0000","-11.4942","-26.0066"
"38754.0016","-10.0000","-11.4942","-25.9908"
"38773.9983","-10.0000","-11.4942","-25.9741"
"38793.9987","-10.0000","-11.4942","-25.9549"
"38813.9992","-10.0000","-11.4942","-25.9345"
"38833.9996","-10.0000","-11.4942","-25.9137"
"38854.0001","-10.0000","-11.4942","-25.8931"
"38874.0005","-10.0000","-11.4942","-25.8721"
"38894.0010","-10.0000","-11.4942","-25.8501"
"38914.0015","-10.0000","-11.4942","-25.8276"
"38933.9981","-10.0000","-11.4942","-25.8043"
"38953.9986","-10.0000","-11.4943","-25.7810"
"38973.9990","-10.0000","-11.4942","-25.7582"
"38993.9995","-10.0000","-11.4942","-25.7365"
"39013.9999","-10.0000","-11.4942","-25.7163"
"39034.0004","-10.0000","-11.4942","-25.6962"
"39054.0009","-10.0000","-11.4942","-25.6762"
"39074.0013","-10.0000","-11.4942","-25.6568"
"39094.0018","-10.0000","-11.4942","-25.6379"
"39113.9984","-10.0000","-11.4942","-25.6208"
"39133.9989","-10.0000","-11.4942","-25.6056"
"39153.9993","-10.0000","-11.4942","-25.5914"
"39173.9998","-10.0000","-11.4942","-25.5773"
"39194.0002","-10.0000","-11.4942","-25.5625"
"39214.0007","-10.0000","-11.4942","-25.5457"
"39234.0012","-10.0000","-11.4942","-25.5275"
"39254.0016","-10.0000","-11.4942","-25.5086"
"39273.9983","-10.0000","-11.4942","-25.4897"
"39293.9987","-10.0000","-11.4942","-25.4713"
"39313.9992","-10.0000","-11.4942","-25.4535"
"39333.9996","-10.0000","-11.4942","-25.4349"
"39354.0001","-10.0000","-11.4942","-25.4165"
"39374.0005","-10.0000","-11.4943","-25.3987"
"39394.0010","-10.0000","-11.4943","-25.3816"
"39414.0015","-10.0000","-11.4942","-25.3652"
"39433.9981","-10.0000","-11.4942","-25.3496"
"39453.9986","-10.0000","-11.4942","-25.3345"
"39473.9990","-10.0000","-11.4942","-25.3187"
"39493.9995","-10.0000","-11.4942","-25.3016"
"39513.9999","-10.0000","-11.4942","-25.2820"
"39534.0004","-10.0000","-11.4942","-25.2591"
"39554.0009","-10.0000","-11.4942","-25.2336"
"39574.0013","-10.0000","-11.4942","-25.2063"
"39594.0018","-10.0000","-11.4942","-25.1786"
"39613.9984","-10.0000","-11.4942","-25.1499"
"39633.9989","-10.0000","-11.4942","-25.1193"
"39653.9993","-10.0000","-11.4942","-25.0882"
"39673.9998","-10.0000","-11.4942","-25.0566"
"39694.0002","-10.0000","-11.4942","-25.0249"
"39714.0007","-10.0000","-11.4942","-24.9930"
"39734.0012","-10.0000","-11.4942","-24.9605"
"39754.0016","-10.0000","-11.4942","-24.9272"
"39773.9983","-10.0000","-11.4942","-24.8941"
"39793.9987","-10.0000","-11.4942","-24.8595"
"39813.9992","-10.0000","-11.4942","-24.8225"
"39833.9996","-10.0000","-11.4942","-24.7841"
"39854.0001","-10.0000","-11.4942","-24.7464"
"39874.0005","-10.0000","-11.4942","-24.7113"
"39894.0010","-10.0000","-11.4942","-24.6781"
"39914.0015","-10.0000","-11.4942","-24.6459"
"39933.9981","-10.0000","-11.4942","-24.6127"
"39953.9986","-10.0000","-11.4942","-24.5779"
"39973.9990","-10.0000","-11.4942","-24.5413"
"39993.9995","-10.0000","-11.4942","-24.5036"
"40013.9999","-10.0000","-11.4942","-24.4655"
"40034.0004","-10.0000","-11.4942","-24.4277"
"40054.0009","-10.0000","-11.4942","-24.3904"
"40074.0013","-10.0000","-11.4942","-24.3546"
"40094.0018","-10.0000","-11.4942","-24.3201"
"40113.9984","-10.0000","-11.4942","-24.2858"
"40133.9989","-10.0000","-11.4942","-24.2522"
"40153.9993","-10.0000","-11.4942","-24.2187"
"40173.9998","-10.0000","-11.4942","-24.1859"
"40194.0002","-10.0000","-11.4942","-24.1536"
"40214.0007","-10.0000","-11.4942","-24.1224"
"40234.0012","-10.0000","-11.4942","-24.0927"
"40254.0016","-10.0000","-11.4942","-24.0650"
"40273.9983","-10.0000","-11.4942","-24.0379"
"40293.9987","-10.0000","-11.4942","-24.0104"
"40313.9992","-10.0000","-11.4942","-23.9821"
"40333.9996","-10.0000","-11.4942","-23.9534"
"40354.0001","-10.0000","-11.4942","-23.9245"
"40374.0005","-10.0000","-11.4942","-23.8967"
"40394.0010","-10.0000","-11.4942","-23.8703"
"40414.0015","-10.0000","-11.4942","-23.8452"
"40433.9981","-10.0000","-11.4942","-23.8214"
"40453.9986","-10.0000","-11.4942","-23.7983"
"40473.9990","-10.0000","-11.4942","-23.7761"
"40493.9995","-10.0000","-11.4942","-23.7534"
"40513.9999","-10.0000","-11.4942","-23.7305"
"40534.0004","-10.0000","-11.4942","-23.7074"
"40554.0009","-10.0000","-11.4942","-23.6852"
"40574.0013","-10.0000","-11.4942","-23.6648"
"40594.0018","-10.0000","-11.4942","-23.6465"
"40613.9984","-10.0000","-11.4942","-23.6290"
"40633.9989","-10.0000","-11.4942","-23.6117"
"40653.9993","-10.0000","-11.4942","-23.5956"
"40673.9998","-10.0000","-11.4942","-23.5812"
"40694.0002","-10.0000","-11.4942","-23.5687"
"40714.0007","-10.0000","-11.4942","-23.5581"
"40734.0012","-10.0000","-11.4942","-23.5483"
"40754.0016","-10.0000","-11.4942","-23.5390"
"40773.9983","-10.0000","-11.4942","-23.5290"
"40793.9987","-10.0000","-11.4942","-23.5186"
"40813.9992","-10.0000","-11.4942","-23.5083"
"40833.9996","-10.0000","-11.4942","-23.4977"
"40854.0001","-10.0000","-11.4942","-23.4863"
"40874.0005","-10.0000","-11.4942","-23.4739"
"40894.0010","-10.0000","-11.4942","-23.4598"
"40914.0015","-10.0000","-11.4942","-23.4441"
"40933.9981","-10.0000","-11.4942","-23.4276"
"40953.9986","-10.0000","-11.4942","-23.4106"
"40973.9990","-10.0000","-11.4942","-23.3926"
"40993.9995","-10.0000","-11.4942","-23.3729"
"41013.9999","-10.0000","-11.4942","-23.3524"
"41034.0004","-10.0000","-11.4942","-23.3320"
"41054.0009","-10.0000","-11.4942","-23.3123"
"41074.0013","-10.0000","-11.4942","-23.2926"
"41094.0018","-10.0000","-11.4942","-23.2719"
"41113.9984","-10.0000","-11.4942","-23.2492"
"41133.9989","-10.0000","-11.4942","-23.2242"
"41153.9993","-10.0000","-11.4942","-23.1981"
"41173.9998","-10.0000","-11.4942","-23.1715"
"41194.0002","-10.0000","-11.4942","-23.1442"
"41214.0007","-10.0000","-11.4942","-23.1158"
"41234.0012","-10.0000","-11.4942","-23.0863"
"41254.0016","-10.0000","-11.4942","-23.0555"
"41273.9983","-10.0000","-11.4942","-23.0246"
"41293.9987","-10.0000","-11.4942","-22.9925"
"41313.9992","-10.0000","-11.4942","-22.9603"
"41333.9996","-10.0000","-11.4942","-22.9273"
"41354.0001","-10.0000","-11.4942","-22.8937"
"41374.0005","-10.0000","-11.4942","-22.8584"
"41394.0010","-10.0000","-11.4942","-22.8218"
"41414.0015","-10.0000","-11.4942","-22.7834"
"41433.9981","-10.0000","-11.4942","-22.7439"
"41453.9986","-10.0000","-11.4942","-22.7024"
"41473.9990","-10.0000","-11.4942","-22.6589"
"41493.9995","-10.0000","-11.4942","-22.6136"
"41513.9999","-10.0000","-11.4942","-22.5677"
"41534.0004","-10.0000","-11.4942","-22.5217"
"41554.0009","-10.0000","-11.4942","-22.4758"
"41574.0013","-10.0000","-11.4942","-22.4304"
"41594.0018","-10.0000","-11.4942","-22.3862"
"41613.9984","-10.0000","-11.4942","-22.3433"
"41633.9989","-10.0000","-11.4942","-22.3013"
"41653.9993","-10.0000","-11.4942","-22.2606"
"41673.9998","-10.0000","-11.4942","-22.2205"
"41694.0002","-10.0000","-11.4942","-22.1812"
"41714.0007","-10.0000","-11.4942","-22.1434"
"41734.0012","-10.0000","-11.4942","-22.1070"
"41754.0016","-10.0000","-11.4942","-22.0717"
"41773.9983","-10.0000","-11.4942","-22.0383"
"41793.9987","-10.0000","-11.4942","-22.0063"
"41813.9992","-10.0000","-11.4942","-21.9756"
"41833.9996","-10.0000","-11.4942","-21.9453"
"41854.0001","-10.0000","-11.4942","-21.9152"
"41874.0005","-10.0000","-11.4942","-21.8853"
"41894.0010","-10.0000","-11.4942","-21.8559"
"41914.0015","-10.0000","-11.4942","-21.8271"
"41933.9981","-10.0000","-11.4942","-21.7985"
